cpu_cores_total,cpu_watts,gpu_cores_total,gpu_vram_total_gb,gpu_watts,ram_total_gb,cpu_cores_used,gpu_cores_used,gpu_vram_used_gb,ram_used_gb,current_cpu_power_w,current_gpu_power_w,req_cpu_cores,req_gpu_cores,req_gpu_vram_gb,req_ram_gb,execution_time,sla_violation
24,95,2048,16,300,64,10,723,1.0,34.3,39.58,105.91,6,461,5.1,5.5,16.48,0
8,250,2048,48,200,512,0,377,18.6,127.0,0.0,36.82,2,104,12.8,45.4,12.37,0
8,250,8192,8,300,256,1,3971,2.6,97.1,31.25,145.42,2,803,1.5,107.4,1.18,0
32,180,4096,8,300,256,14,1220,1.1,22.7,78.75,89.36,2,244,1.5,86.2,4.03,0
24,125,2048,48,200,128,8,547,2.7,39.5,41.67,53.42,4,437,3.1,37.6,14.83,0
24,180,2048,8,300,64,4,357,3.5,17.0,30.0,52.29,5,445,0.7,26.9,16.8,0
64,95,10240,24,200,512,10,3535,5.2,83.2,14.84,69.04,6,1607,2.2,67.5,18.41,0
64,95,4096,48,350,512,26,1767,2.6,203.9,38.59,150.99,13,1013,6.2,239.0,1.41,0
32,95,4096,48,350,512,2,1152,1.1,253.3,5.94,98.44,8,219,27.1,111.5,0.36,0
24,180,8192,48,350,512,7,1257,3.9,195.5,52.5,53.7,14,3310,10.8,68.6,10.23,0
32,250,4096,16,200,256,4,1698,6.6,64.1,31.25,82.91,4,1032,7.7,65.1,16.23,0
32,125,8192,16,300,64,5,2078,5.0,19.0,19.53,76.1,2,607,1.1,11.8,2.49,0
24,125,4096,8,200,512,1,1166,0.2,191.9,5.21,56.93,4,1860,3.5,151.3,11.37,0
32,250,8192,24,300,64,19,2173,4.2,21.9,148.44,79.58,6,1177,16.5,16.0,14.6,0
8,125,10240,8,350,64,1,3532,1.1,25.6,15.62,120.72,2,1348,1.9,8.8,15.32,0
16,125,8192,24,300,256,5,1425,15.6,71.5,39.06,52.19,6,2393,4.4,41.2,10.39,0
64,125,8192,24,200,512,42,2371,5.1,174.5,82.03,57.89,8,1053,3.6,147.6,3.66,0
32,250,2048,8,300,256,7,1002,1.9,169.7,54.69,146.78,9,465,2.3,31.5,1.37,0
64,250,8192,48,200,512,7,1021,21.3,221.3,27.34,24.93,24,1251,15.9,237.7,13.12,0
8,125,4096,16,200,128,5,2356,4.2,38.6,78.12,115.04,1,902,2.1,8.2,1.04,0
8,95,8192,16,350,512,2,4104,4.7,265.8,23.75,175.34,2,3105,4.8,73.7,17.85,0
16,250,10240,8,300,256,2,2176,1.0,34.5,31.25,63.75,7,2226,3.2,50.4,13.83,0
64,180,4096,16,450,256,12,1842,3.0,83.2,33.75,202.37,38,761,2.4,20.2,19.04,0
8,125,10240,8,200,64,2,5711,1.0,15.2,31.25,111.54,4,2987,6.6,18.0,4.86,0
8,95,8192,16,350,512,1,1996,5.5,10.8,11.88,85.28,5,1476,3.4,131.5,13.19,0
16,250,2048,24,200,256,3,908,3.4,75.3,46.88,88.67,6,324,5.9,18.5,19.58,0
16,95,8192,24,200,128,6,639,6.0,23.0,35.62,15.6,5,6679,5.2,67.5,14.89,0
24,95,8192,16,450,64,11,5840,6.0,22.8,43.54,320.8,7,1091,1.8,5.2,2.38,0
24,125,2048,8,300,256,5,535,2.5,79.9,26.04,78.37,14,1141,2.4,30.3,10.24,0
16,180,10240,16,350,128,8,3992,3.6,10.8,90.0,136.45,4,1586,4.1,28.9,3.31,0
24,250,4096,16,300,128,15,1771,7.3,40.2,156.25,129.71,7,555,2.1,57.7,17.93,0
64,95,10240,16,350,128,18,3166,6.7,21.2,26.72,108.21,6,4412,4.5,19.0,6.4,0
8,250,2048,8,350,128,0,296,4.6,64.0,0.0,50.59,1,463,2.3,29.9,4.5,0
16,125,8192,16,200,512,1,2460,8.4,77.4,7.81,60.06,5,2107,2.5,129.0,9.43,0
16,125,4096,48,200,256,2,858,31.4,50.0,15.62,41.89,11,711,5.4,70.9,6.06,0
64,95,10240,16,350,128,34,1800,2.0,35.4,50.47,61.52,18,1537,7.1,18.0,3.08,0
8,95,8192,16,350,512,2,6120,6.6,105.3,23.75,261.47,1,480,5.7,270.4,11.64,0
8,250,10240,24,350,512,0,4431,12.5,144.5,0.0,151.45,3,1362,3.9,172.8,10.38,0
24,250,2048,24,300,512,15,894,5.2,159.6,156.25,130.96,3,196,6.4,248.2,13.07,0
64,95,4096,16,300,128,14,1116,2.6,16.3,20.78,81.74,11,1033,3.7,6.9,8.78,0
64,95,2048,24,450,64,7,678,12.5,32.2,10.39,148.97,11,106,3.0,8.0,15.13,0
64,250,8192,24,200,512,5,1939,3.8,234.3,19.53,47.34,18,3714,5.7,48.8,15.57,0
16,250,2048,24,200,256,1,419,16.8,32.4,15.62,40.92,5,358,1.7,27.8,15.96,0
32,250,2048,16,450,64,1,1352,11.5,11.9,7.81,297.07,14,544,2.4,6.2,14.93,0
32,125,2048,16,300,128,7,503,1.2,28.1,27.34,73.68,7,286,1.3,22.6,5.46,0
64,95,4096,8,350,128,8,2997,2.9,6.7,11.88,256.09,12,475,2.3,33.3,7.51,0
32,180,8192,48,200,128,14,3023,30.6,17.0,78.75,73.8,5,1230,12.3,31.9,3.27,0
16,180,8192,24,300,128,2,571,6.0,16.9,22.5,20.91,7,3399,3.8,7.9,7.43,0
24,180,8192,24,200,64,1,2695,8.2,41.4,7.5,65.8,11,897,5.3,12.3,1.05,0
24,95,4096,8,450,128,7,563,1.2,78.4,27.71,61.85,3,286,3.3,16.3,3.01,0
8,125,8192,8,450,512,1,5631,1.4,128.3,15.62,309.32,2,1850,2.6,37.9,10.21,0
16,250,10240,8,300,256,6,4866,2.9,201.3,93.75,142.56,3,1198,1.5,39.6,3.61,0
32,180,2048,24,450,128,6,78,12.3,17.0,33.75,17.14,14,506,6.5,25.2,12.27,0
24,125,10240,24,350,128,10,2335,8.0,18.8,52.08,79.81,5,2838,4.3,67.3,4.57,0
8,95,4096,48,200,512,0,879,18.7,84.6,0.0,42.92,2,551,7.1,65.3,6.16,0
64,125,4096,16,300,128,9,2825,4.6,43.6,17.58,206.91,8,520,3.1,25.7,18.04,0
16,250,2048,48,300,512,11,1678,19.0,328.0,171.88,245.8,3,209,4.6,87.5,7.44,0
32,125,10240,16,450,256,6,6106,1.1,110.5,23.44,268.33,8,592,1.9,50.9,11.52,0
64,250,10240,48,300,512,28,407,7.7,392.2,109.38,11.92,6,6365,10.0,65.7,5.93,0
16,95,10240,8,200,512,3,912,1.3,230.5,17.81,17.81,4,1991,4.1,240.3,0.82,0
32,180,8192,24,350,512,22,2518,12.9,385.4,123.75,107.58,4,988,1.9,85.1,17.56,0
24,95,8192,8,350,256,14,2073,3.3,25.4,55.42,88.57,7,1382,1.3,63.7,0.41,0
8,250,10240,24,200,128,2,3223,9.1,42.3,62.5,62.95,3,1086,6.8,30.0,13.07,0
64,95,4096,8,300,256,9,734,3.5,35.7,13.36,53.76,16,471,1.1,77.5,13.21,0
16,180,2048,8,300,64,11,469,2.9,16.9,123.75,68.7,4,668,0.9,12.1,6.69,0
24,95,2048,16,300,64,5,777,7.9,18.6,19.79,113.82,16,823,2.9,8.8,2.98,0
8,250,10240,24,350,512,1,2898,7.9,195.1,31.25,99.05,6,554,6.7,255.2,8.42,0
8,125,4096,16,200,128,1,1429,3.9,12.7,15.62,69.78,5,209,4.5,88.4,8.3,0
24,250,4096,16,300,128,16,1107,5.0,6.9,166.67,81.08,2,307,3.6,29.9,3.5,0
32,125,2048,24,350,256,16,673,9.7,30.3,62.5,115.01,9,248,5.0,46.0,3.31,0
32,95,4096,48,200,64,18,757,21.9,8.9,53.44,36.96,2,2096,2.4,7.7,19.84,0
32,95,2048,48,450,128,12,1309,11.8,35.0,35.62,287.62,10,133,14.1,25.9,4.71,0
24,125,10240,48,350,512,7,2414,12.5,143.3,36.46,82.51,3,2769,6.4,176.1,5.57,0
32,250,8192,48,200,256,13,552,38.2,71.4,101.56,13.48,6,1757,5.7,16.6,10.73,0
8,250,2048,8,200,64,3,864,1.5,14.5,93.75,84.38,2,435,2.0,11.0,9.18,0
32,180,4096,8,300,256,18,1991,1.4,46.8,101.25,145.83,9,1111,1.5,119.0,12.72,0
24,95,8192,48,300,256,4,2408,26.8,23.7,15.83,88.18,3,1306,4.8,35.6,15.81,0
8,125,10240,16,200,64,1,2491,0.8,16.0,15.62,48.65,6,1165,1.6,16.5,17.29,0
32,125,4096,8,350,128,22,1636,2.7,25.1,85.94,139.79,6,685,1.1,74.6,2.24,0
8,180,8192,8,350,64,2,2547,4.7,20.2,45.0,108.82,4,752,0.4,16.5,10.67,0
32,250,4096,16,350,128,2,952,1.1,41.3,15.62,81.35,15,718,3.1,19.5,10.5,0
32,180,10240,24,200,128,6,4107,6.8,8.3,33.75,80.21,9,675,5.1,100.4,9.58,0
32,180,4096,48,450,256,23,207,5.3,65.3,129.38,22.74,3,649,3.1,53.7,17.12,0
16,250,2048,48,350,256,1,793,3.1,90.5,15.62,135.52,4,373,8.9,24.8,9.1,0
24,250,2048,24,300,64,19,1254,1.6,20.4,197.92,183.69,2,269,15.4,20.9,12.36,0
64,95,8192,8,300,128,16,1890,1.7,31.3,23.75,69.21,17,673,2.0,23.1,15.13,0
24,125,10240,48,200,128,4,4055,10.8,20.1,20.83,79.2,6,2840,13.5,55.7,11.78,0
24,180,10240,24,450,64,4,1929,2.3,25.9,30.0,84.77,4,543,5.0,15.9,10.31,0
32,125,10240,16,350,256,8,1896,1.4,94.8,31.25,64.8,19,2888,4.4,28.9,17.55,0
64,250,10240,8,300,128,12,5019,1.1,33.9,46.88,147.04,17,724,5.6,28.9,8.62,0
24,125,10240,24,200,256,9,2534,3.6,51.8,46.88,49.49,13,5535,4.9,34.1,5.97,0
32,125,10240,16,450,256,2,3398,7.2,76.4,7.81,149.33,4,1021,4.2,68.8,8.28,0
8,250,10240,8,300,512,0,3698,2.8,233.7,0.0,108.34,2,1375,1.3,25.6,11.16,0
8,125,8192,24,300,512,0,337,5.5,131.1,0.0,12.34,1,3599,3.9,119.3,11.02,0
24,125,10240,48,350,512,14,2387,18.9,99.7,72.92,81.59,8,4328,11.0,36.1,15.41,0
24,95,2048,16,200,256,2,730,6.3,67.0,7.92,71.29,11,590,3.5,105.2,13.08,0
24,180,2048,24,300,64,9,178,4.6,18.4,67.5,26.07,3,978,3.5,4.1,9.63,0
24,95,8192,8,350,256,5,412,4.9,46.7,19.79,17.6,12,866,1.7,70.7,1.8,0
64,95,8192,16,450,256,27,1616,3.1,79.3,40.08,88.77,12,935,4.4,18.0,2.83,0
8,250,10240,24,350,512,1,2597,5.3,134.9,31.25,88.76,2,1870,1.6,138.2,0.97,0
24,125,8192,24,450,64,11,4973,3.9,28.0,57.29,273.18,5,1036,3.8,10.9,19.79,0
16,180,4096,24,200,256,2,1486,2.5,53.2,22.5,72.56,5,792,6.5,22.8,5.5,0
8,180,2048,16,450,64,0,404,3.4,18.0,0.0,88.77,2,111,0.9,9.6,14.51,0
32,250,8192,8,450,256,10,2170,3.1,142.2,78.12,119.2,9,1318,1.8,30.7,1.41,0
24,250,2048,8,450,64,3,354,3.2,22.1,31.25,77.78,3,425,3.0,15.3,13.67,0
16,180,10240,16,450,512,2,7287,7.3,17.0,22.5,320.23,9,1473,3.8,108.3,0.03,0
8,125,4096,48,450,64,2,685,14.7,40.7,31.25,75.26,1,1046,2.4,10.6,13.51,0
24,250,2048,8,450,64,8,616,4.2,14.1,83.33,135.35,3,603,0.6,44.4,15.4,0
8,125,2048,24,300,512,2,245,16.7,37.9,31.25,35.89,1,105,3.0,44.4,14.07,0
16,250,8192,16,350,256,5,2289,3.2,93.6,78.12,97.8,3,1553,2.1,125.5,19.8,0
8,250,8192,8,300,256,3,4575,2.8,13.6,93.75,167.54,2,1971,2.3,41.3,4.85,0
8,180,8192,8,350,64,5,822,1.7,29.5,112.5,35.12,1,1707,4.2,3.5,16.27,0
32,95,8192,8,300,128,2,1352,1.6,48.5,5.94,49.51,8,2934,1.6,17.7,15.1,0
8,125,8192,24,300,512,3,1817,1.7,212.3,46.88,66.54,3,947,5.1,195.5,0.74,0
24,250,2048,8,300,128,11,413,5.1,37.4,114.58,60.5,5,117,1.0,19.0,11.08,0
32,125,10240,16,450,256,15,1715,4.0,94.6,58.59,75.37,2,7337,7.7,44.3,17.53,0
32,125,2048,8,450,256,2,648,0.6,18.0,7.81,142.38,11,354,0.6,48.9,3.25,0
24,250,2048,8,350,256,1,264,1.0,43.6,10.42,45.12,7,229,5.8,189.2,1.58,0
8,95,4096,48,200,512,3,512,23.1,115.4,35.62,25.0,3,759,12.9,138.1,9.78,0
64,95,2048,8,300,512,11,310,0.8,165.4,16.33,45.41,34,393,1.6,110.8,15.81,0
64,250,8192,24,200,512,8,5211,1.6,111.5,31.25,127.22,15,2218,5.2,64.5,17.0,0
8,250,2048,48,300,256,1,629,12.5,165.8,31.25,92.14,3,499,3.3,52.6,19.63,0
24,95,10240,24,300,256,3,3420,9.7,12.8,11.88,100.2,2,3015,5.7,52.0,12.88,0
24,125,4096,8,350,64,10,331,2.1,18.0,52.08,28.28,3,823,0.6,17.0,4.05,0
32,250,10240,8,200,128,7,7354,2.0,35.7,54.69,143.63,5,573,2.1,29.3,19.56,0
8,250,8192,48,200,128,0,2255,15.7,33.1,0.0,55.05,2,510,8.0,21.8,19.73,0
16,125,4096,48,350,64,4,795,10.7,18.7,31.25,67.93,2,1649,10.3,7.5,14.0,0
24,180,8192,48,350,512,12,1115,8.4,349.6,90.0,47.64,9,588,11.2,122.7,17.14,0
8,125,10240,8,350,256,4,2477,1.9,89.5,62.5,84.66,2,877,2.3,78.8,4.36,0
32,125,4096,8,350,128,10,1120,1.1,78.0,39.06,95.7,3,1261,1.2,8.4,13.5,0
32,250,2048,16,450,64,3,872,3.9,4.6,23.44,191.6,15,522,1.9,17.5,6.46,0
16,95,8192,24,200,128,3,852,11.9,21.4,17.81,20.8,2,3553,8.6,8.8,10.99,0
24,180,2048,24,300,64,7,626,8.4,16.2,52.5,91.7,10,370,5.0,28.4,8.93,0
32,125,10240,16,350,256,1,1206,7.3,56.8,3.91,41.22,11,2954,7.0,76.4,4.31,0
24,95,4096,48,200,128,8,1490,14.7,78.0,31.67,72.75,6,526,7.9,15.7,12.77,0
32,95,4096,48,350,512,17,260,8.2,154.6,50.47,22.22,6,1208,7.5,71.6,16.99,0
64,125,8192,24,200,512,29,1184,4.1,192.4,56.64,28.91,11,2708,1.8,83.2,6.62,0
64,250,2048,24,450,64,21,423,9.0,9.0,82.03,92.94,8,941,2.0,10.6,3.9,0
64,95,4096,8,300,128,24,990,1.7,22.6,35.62,72.51,9,2485,2.2,8.5,5.43,0
24,125,4096,8,200,512,7,1156,3.2,123.3,36.46,56.45,4,248,1.3,121.4,6.81,0
8,125,2048,24,300,512,1,513,0.4,197.1,15.62,75.15,2,363,1.3,80.8,13.8,0
16,95,2048,48,450,256,6,386,10.7,97.0,35.62,84.81,2,399,13.9,16.2,4.42,0
8,95,2048,24,300,64,2,411,11.4,29.5,23.75,60.21,1,634,4.5,18.1,0.02,0
24,95,2048,16,200,256,6,368,4.4,53.2,23.75,35.94,7,370,1.8,32.2,9.48,0
32,95,4096,48,350,512,7,638,4.3,58.7,20.78,54.52,5,251,12.1,96.9,0.78,0
32,250,4096,16,350,64,2,1765,9.9,22.6,15.62,150.82,9,1870,3.3,13.4,4.3,0
24,125,8192,24,450,64,12,1684,6.7,30.9,62.5,92.5,5,2734,12.2,16.9,16.89,0
24,125,10240,24,200,256,11,1472,11.3,58.0,57.29,28.75,2,1760,9.5,68.5,8.33,0
32,125,8192,16,300,64,11,4095,11.2,5.4,42.97,149.96,15,1700,3.4,28.3,17.64,0
24,95,8192,24,350,64,5,3254,5.2,39.2,19.79,139.03,6,1998,1.7,18.2,2.15,0
32,125,2048,24,350,64,8,1240,4.6,41.2,31.25,211.91,2,524,3.9,10.3,3.11,0
64,95,4096,48,350,512,4,1028,22.2,163.3,5.94,87.84,6,737,4.4,108.5,9.1,0
8,125,2048,24,300,512,1,542,5.5,88.8,15.62,79.39,1,612,11.4,122.5,1.66,0
64,95,2048,8,300,512,11,606,3.8,21.3,16.33,88.77,18,161,0.7,71.6,16.22,0
8,125,2048,48,450,64,0,321,7.3,25.9,0.0,70.53,1,141,11.4,16.6,6.81,0
24,125,2048,8,300,256,18,427,0.8,28.7,93.75,62.55,4,564,1.9,26.6,5.47,0
8,95,2048,24,300,64,3,826,4.1,21.1,35.62,121.0,3,553,10.7,17.4,6.13,0
24,250,10240,24,350,64,8,1001,6.2,12.0,83.33,34.21,2,1257,8.4,10.6,2.85,0
32,125,2048,48,200,64,3,115,3.6,6.5,11.72,11.23,10,337,3.9,10.8,1.55,0
24,125,10240,48,200,128,8,5076,11.6,39.3,41.67,99.14,5,3575,7.1,43.4,0.93,0
8,180,8192,8,200,128,0,3881,1.8,48.1,0.0,94.75,3,758,1.2,11.3,14.74,0
64,250,10240,48,300,512,13,4706,7.6,47.4,50.78,137.87,4,549,13.6,148.5,19.94,0
32,250,8192,8,200,512,5,2364,0.6,131.3,39.06,57.71,4,2546,0.6,38.5,5.71,0
32,250,4096,16,200,256,9,750,4.0,101.7,70.31,36.62,4,399,2.3,30.7,9.06,0
32,250,4096,16,350,64,8,1755,0.3,12.1,62.5,149.96,7,1166,4.4,5.5,14.57,0
24,250,2048,8,350,256,1,451,2.4,39.0,10.42,77.08,6,446,2.7,55.1,4.89,0
32,180,2048,24,450,128,6,801,5.3,76.8,33.75,176.0,6,577,3.0,33.6,8.0,0
24,250,4096,16,300,128,16,1311,3.6,30.0,166.67,96.02,3,455,2.3,7.0,8.0,0
32,180,4096,48,450,256,2,10,6.4,106.2,11.25,1.1,5,298,27.7,40.2,15.51,0
32,125,2048,48,200,64,14,865,14.7,15.4,54.69,84.47,7,222,9.8,18.6,19.55,0
24,95,8192,16,450,64,6,1160,6.4,24.1,23.75,63.72,16,2234,2.2,7.4,8.89,0
32,250,2048,16,350,64,9,182,2.1,9.1,70.31,31.1,8,429,10.7,7.6,7.47,0
24,250,2048,8,450,64,13,316,1.7,23.9,135.42,69.43,3,469,1.8,16.4,2.68,0
8,180,8192,48,450,128,0,5981,15.4,16.2,0.0,328.55,2,1261,6.8,42.9,5.94,0
8,250,2048,24,200,512,2,383,3.8,176.4,62.5,37.4,4,1258,8.1,39.9,15.87,0
24,180,2048,8,300,64,13,582,2.3,1.8,97.5,85.25,8,362,3.6,10.9,12.24,0
64,180,2048,24,450,512,26,387,2.5,183.4,73.12,85.03,10,244,11.5,156.3,3.88,0
16,125,4096,48,350,64,4,573,15.4,28.1,31.25,48.96,11,681,10.6,10.5,6.9,0
24,180,2048,24,300,64,9,1093,9.4,16.8,67.5,160.11,12,166,3.8,12.1,11.81,0
64,180,4096,16,450,256,13,1205,4.1,13.3,36.56,132.39,8,1543,8.5,160.3,8.94,0
64,250,8192,48,350,512,8,2071,30.1,77.9,31.25,88.48,8,1240,6.1,349.1,1.4,0
32,250,8192,48,200,256,10,1136,13.4,108.7,78.12,27.73,7,619,7.7,34.5,5.19,0
32,250,2048,16,450,64,2,388,10.3,12.3,15.62,85.25,5,541,3.6,44.6,12.1,0
8,250,2048,8,200,64,2,331,0.2,9.7,62.5,32.32,1,977,2.1,44.2,8.2,0
16,180,10240,16,450,128,10,1256,11.3,24.9,112.5,55.2,4,1097,1.8,94.8,18.32,0
24,250,2048,8,300,128,5,170,2.0,41.2,52.08,24.9,4,466,2.3,37.4,6.87,0
24,180,8192,8,350,512,4,4231,1.3,164.3,30.0,180.77,10,3182,1.4,193.6,4.73,0
16,250,2048,48,300,512,3,195,35.9,128.7,46.88,28.56,12,391,2.5,80.5,18.19,0
64,95,2048,8,300,512,3,576,1.8,189.1,4.45,84.38,4,955,0.5,139.0,0.99,0
8,125,8192,24,300,512,0,1180,14.8,97.6,0.0,43.21,2,2977,4.8,255.6,12.77,0
64,250,8192,48,200,512,31,1063,12.2,140.5,121.09,25.95,17,1989,24.4,118.5,8.86,0
64,95,4096,16,300,128,16,1634,2.9,40.7,23.75,119.68,6,322,2.6,21.3,17.38,0
16,125,8192,16,200,512,5,1270,12.4,140.6,39.06,31.01,2,974,1.9,34.1,3.93,0
24,95,8192,48,300,256,4,3275,13.9,29.6,15.83,119.93,5,1795,26.3,68.4,10.6,0
16,180,2048,8,300,64,7,425,0.3,6.1,78.75,62.26,5,1104,2.3,7.9,9.65,0
16,95,4096,24,450,256,3,1716,9.1,23.3,17.81,188.53,2,370,13.0,18.7,18.48,0
8,125,10240,8,350,256,3,4977,2.6,53.6,46.88,170.11,2,3013,3.0,62.0,5.45,0
24,125,8192,24,350,64,5,585,3.0,31.0,26.04,24.99,6,3916,15.4,7.6,13.18,0
8,180,4096,8,200,128,2,1708,1.8,92.8,45.0,83.4,4,319,1.8,25.4,12.88,0
8,95,2048,24,300,64,5,1013,7.2,11.2,59.38,148.39,2,334,4.3,12.3,0.09,0
24,125,2048,8,300,256,4,132,2.1,13.6,20.83,19.34,5,543,1.7,41.3,8.61,0
24,95,8192,24,300,128,12,682,9.4,42.3,47.5,24.98,5,1736,1.5,19.8,5.51,0
32,95,4096,48,200,64,10,1686,10.8,13.9,29.69,82.32,5,399,3.5,3.6,18.33,0
32,125,2048,16,300,128,11,236,1.6,9.0,42.97,34.57,6,998,10.8,22.7,2.74,0
64,250,2048,48,450,64,23,294,10.8,50.9,89.84,64.6,8,545,5.5,8.4,13.69,0
64,95,2048,8,300,512,11,565,1.9,67.4,16.33,82.76,29,233,2.3,114.1,0.34,0
24,180,8192,24,200,64,4,2883,7.6,29.6,30.0,70.39,11,1947,2.2,9.4,19.11,0
24,95,8192,48,200,64,7,2433,3.1,13.8,27.71,59.4,4,1767,26.7,18.3,6.32,0
24,95,8192,8,300,64,7,1975,4.9,28.0,27.71,72.33,2,2383,2.2,29.3,3.75,0
24,95,4096,16,300,64,12,2629,3.4,8.2,47.5,192.55,10,477,5.9,21.0,9.58,0
16,180,10240,16,450,512,2,2441,10.4,38.0,22.5,107.27,4,2013,2.5,90.3,9.25,0
32,125,10240,16,450,256,2,1747,2.0,13.9,7.81,76.77,5,1652,0.8,53.4,11.58,0
32,125,10240,16,300,64,7,278,4.3,35.4,27.34,8.14,7,957,3.0,23.8,10.35,0
64,95,4096,48,350,512,14,904,16.3,58.1,20.78,77.25,12,764,4.1,268.6,10.15,0
16,250,8192,16,350,256,1,2929,5.2,62.5,15.62,125.14,3,2099,2.6,108.0,0.32,0
8,125,2048,24,300,512,2,257,11.7,52.3,31.25,37.65,1,378,3.8,56.6,5.49,0
24,95,8192,16,200,256,3,938,5.4,28.6,11.88,22.9,12,2366,1.4,63.0,13.3,0
32,250,2048,8,300,256,13,544,5.9,61.6,101.56,79.69,3,117,0.8,58.6,8.04,0
32,95,4096,48,200,64,13,958,8.2,24.1,38.59,46.78,5,1028,23.6,9.5,15.74,0
32,180,4096,48,450,256,4,831,15.8,77.0,22.5,91.3,3,1116,20.8,64.5,18.18,0
32,95,10240,24,300,64,16,4299,4.9,19.5,47.5,125.95,5,5221,16.1,20.6,6.64,0
8,180,8192,8,350,64,4,1016,0.8,18.4,90.0,43.41,1,4783,0.4,25.8,1.47,0
24,125,4096,8,350,64,4,944,2.4,9.7,20.83,80.66,15,937,1.1,46.0,0.22,0
8,250,8192,48,200,128,1,1112,2.1,99.0,31.25,27.15,3,2016,11.2,18.7,17.58,0
32,95,4096,48,350,512,6,377,14.7,223.0,17.81,32.21,7,688,20.8,78.1,8.5,0
64,125,4096,16,300,128,35,1062,3.0,21.8,68.36,77.78,21,2598,1.9,88.9,5.5,0
32,250,8192,48,200,256,1,1829,9.7,35.2,7.81,44.65,7,848,16.0,76.4,6.03,0
8,125,10240,16,200,64,1,2623,0.9,8.0,15.62,51.23,6,1725,4.7,28.0,15.51,0
32,125,2048,16,450,512,11,688,4.2,185.9,42.97,151.17,7,104,3.4,112.8,16.11,0
16,95,2048,48,450,256,2,1470,6.9,63.2,11.88,323.0,2,353,9.0,16.4,1.73,0
24,250,2048,8,300,128,3,791,4.4,83.1,31.25,115.87,3,1147,0.6,32.9,12.6,0
32,125,4096,8,350,128,2,664,1.1,38.3,7.81,56.74,19,1311,1.1,40.7,0.47,0
64,95,4096,8,300,128,15,1681,0.8,32.5,22.27,123.12,18,1180,2.1,27.1,4.76,0
16,250,10240,8,300,256,6,3435,3.9,154.0,93.75,100.63,7,2595,1.0,75.1,12.71,0
24,95,2048,16,300,64,1,585,9.0,7.3,3.96,85.69,4,573,3.2,9.0,4.89,0
32,125,4096,24,300,64,6,1172,6.6,12.6,23.44,85.84,22,1258,4.5,11.7,13.61,0
8,250,2048,8,200,64,2,426,1.9,19.0,62.5,41.6,1,455,1.4,11.8,7.75,0
24,95,2048,16,200,256,3,1104,4.2,8.1,11.88,107.81,2,512,1.0,15.8,2.99,0
32,250,4096,16,350,128,9,1024,7.6,53.7,70.31,87.5,10,939,1.8,19.2,11.94,0
32,250,2048,16,450,64,12,690,5.1,20.9,93.75,151.61,5,1246,1.3,29.0,6.81,0
32,125,10240,16,450,256,14,1265,3.7,51.9,54.69,55.59,7,5214,3.9,158.0,2.18,0
24,125,10240,48,350,512,17,1340,17.3,182.4,88.54,45.8,5,889,7.2,101.7,13.9,0
8,180,4096,48,350,64,4,871,20.2,20.7,90.0,74.43,1,656,9.9,3.4,7.88,0
24,125,10240,24,300,128,3,4786,4.1,37.6,15.62,140.21,2,1160,3.2,22.1,4.5,0
8,180,8192,8,200,128,1,1110,2.0,43.1,22.5,27.1,5,1095,1.5,31.8,5.61,0
32,125,10240,24,200,256,6,1291,5.8,75.5,23.44,25.21,13,1496,3.7,138.5,5.37,0
24,95,4096,8,450,128,3,744,2.4,72.3,11.88,81.74,4,1172,4.1,31.0,9.62,0
64,125,8192,24,200,512,39,1329,2.8,47.4,76.17,32.45,4,1537,5.9,103.1,4.42,0
24,95,4096,8,450,128,6,766,1.7,35.3,23.75,84.16,7,232,5.7,19.1,17.78,0
8,180,8192,48,450,128,3,1194,24.1,5.1,67.5,65.59,3,3966,10.2,7.1,9.98,0
16,95,2048,48,450,256,2,824,8.9,112.8,11.88,181.05,2,174,7.3,50.4,2.43,0
8,180,4096,16,350,512,1,973,3.5,235.2,22.5,83.14,4,807,2.8,35.8,4.33,0
32,125,2048,24,350,64,4,157,1.6,22.7,15.62,26.83,6,508,5.8,9.4,2.41,0
24,125,2048,16,200,128,5,737,2.7,18.5,26.04,71.97,7,427,3.2,36.1,14.98,0
8,180,8192,48,450,128,4,1593,4.7,7.8,90.0,87.51,1,1611,9.0,29.2,13.36,0
24,180,2048,24,300,64,0,530,13.6,2.8,0.0,77.64,3,419,4.7,5.9,18.41,0
32,250,2048,16,450,64,6,931,4.0,50.4,46.88,204.57,4,149,3.5,9.9,7.79,0
24,250,2048,48,200,64,4,1240,23.8,27.2,41.67,121.09,17,389,20.9,7.8,15.15,0
8,125,10240,8,200,64,2,1199,1.6,7.5,31.25,23.42,3,5069,0.9,10.4,12.6,0
64,95,10240,24,200,512,18,926,9.6,107.3,26.72,18.09,11,1177,2.4,147.3,7.28,0
24,250,2048,8,450,64,20,611,6.1,39.2,208.33,134.25,2,448,1.2,14.6,14.49,0
24,95,2048,8,200,64,7,655,2.8,18.4,27.71,63.96,4,550,2.0,18.2,12.63,0
64,250,10240,48,300,512,24,1261,6.8,348.0,93.75,36.94,11,561,38.7,54.4,3.76,0
24,95,8192,8,300,64,4,2711,0.9,38.5,15.83,99.28,4,1980,1.3,9.2,1.07,0
32,125,10240,24,200,256,5,3993,3.6,70.8,19.53,77.99,6,814,13.0,91.6,11.9,0
32,250,8192,8,450,256,23,2137,0.6,164.0,179.69,117.39,4,2237,1.3,22.8,10.63,0
